participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
69adf22dc3c63cb295877200,1238,1,77,left-3,left,left-dark,dark-up,greater-up,dual,56:11.6
66eb1a41306925cf993d6490,995,1,53,left-3,left,left-dark,light-up,fewer-up,single,56:12.1
5c309bb410677f0001dda0ed,996,1,71,right-8,right,right-dark,dark-up,greater-up,dual,56:11.7
61084e45d53567348ae45e57,1103,0,23,right-7,right,right-dark,dark-up,fewer-up,single,56:12.9
67a610387d56a92a9e3757a5,1338,1,42,right-4,right,right-dark,light-up,fewer-up,single,56:12.5
67164d40becf6c95181afe97,840,1,62,left-6,right,left-dark,dark-up,fewer-up,dual,56:13.8
5c2d187569ceff00011417de,788,1,17,left-7,left,left-dark,light-up,fewer-up,dual,56:12.3
6991e46740117ca6ef90cd7c,NULL,0,67,right-6,none,right-dark,light-up,fewer-up,dual,56:14.0
69adf22dc3c63cb295877200,1014,1,78,right-3,right,right-dark,light-up,fewer-up,dual,56:14.1
663cceb7909a43d4d01e0c24,NULL,0,0,left-4,none,left-dark,dark-up,fewer-up,dual,56:17.3
67a610387d56a92a9e3757a5,813,1,43,right-6,right,right-dark,dark-up,greater-up,single,56:14.4
61084e45d53567348ae45e57,1290,1,24,left-3,right,left-dark,dark-up,fewer-up,single,56:15.3
66eb1a41306925cf993d6490,1590,1,54,left-3,right,left-dark,dark-up,fewer-up,single,56:14.9
5c309bb410677f0001dda0ed,1265,1,72,left-2,left,left-dark,dark-up,greater-up,dual,56:14.2
5c2d187569ceff00011417de,921,0,18,left-8,left,left-dark,dark-up,fewer-up,dual,56:14.5
67164d40becf6c95181afe97,1288,1,63,right-1,left,right-dark,dark-up,fewer-up,dual,56:16.2
66d1fdd400acfdbc181f41e0,1104,1,65,left-4,left,left-dark,light-up,fewer-up,dual,56:12.2
67a610387d56a92a9e3757a5,749,1,44,right-9,right,right-dark,dark-up,greater-up,single,56:16.3
69adf22dc3c63cb295877200,1288,0,79,right-1,right,right-dark,dark-up,fewer-up,dual,56:16.8
5c2d187569ceff00011417de,749,0,19,right-1,right,right-dark,dark-up,fewer-up,dual,56:16.6
6991e46740117ca6ef90cd7c,1529,0,68,left-2,left,left-dark,dark-up,fewer-up,dual,56:17.3
66eb1a41306925cf993d6490,1087,1,55,left-6,left,left-dark,light-up,fewer-up,single,56:17.4
61084e45d53567348ae45e57,1270,1,25,left-3,right,left-dark,light-up,greater-up,single,56:18.0
663cceb7909a43d4d01e0c24,NULL,0,1,right-7,none,right-dark,light-up,fewer-up,dual,56:20.4
66d1fdd400acfdbc181f41e0,1325,1,66,left-9,left,left-dark,dark-up,greater-up,dual,56:16.7
67164d40becf6c95181afe97,960,1,64,left-6,left,left-dark,light-up,fewer-up,dual,56:18.6
5c309bb410677f0001dda0ed,1661,1,73,right-6,right,right-dark,light-up,fewer-up,dual,56:17.0
67a610387d56a92a9e3757a5,1031,1,45,right-5,left,right-dark,light-up,greater-up,single,56:18.4
66eb1a41306925cf993d6490,1129,1,56,right-6,left,right-dark,light-up,greater-up,single,56:19.5
61084e45d53567348ae45e57,935,1,26,right-4,right,right-dark,dark-up,greater-up,single,56:20.3
6991e46740117ca6ef90cd7c,1445,1,69,right-0,left,right-dark,light-up,greater-up,dual,56:19.9
663cceb7909a43d4d01e0c24,473,0,2,right-3,right,right-dark,dark-up,fewer-up,dual,56:22.8
67164d40becf6c95181afe97,878,1,65,left-5,right,left-dark,dark-up,fewer-up,dual,56:20.8
66d1fdd400acfdbc181f41e0,NULL,0,67,right-8,none,right-dark,light-up,fewer-up,dual,56:19.5
67a610387d56a92a9e3757a5,851,1,46,right-1,left,right-dark,light-up,greater-up,single,56:20.4
5c309bb410677f0001dda0ed,1425,1,74,left-8,left,left-dark,dark-up,greater-up,dual,56:19.8
663cceb7909a43d4d01e0c24,626,1,3,left-8,right,left-dark,dark-up,fewer-up,dual,56:24.7
67164d40becf6c95181afe97,1090,1,66,left-4,right,left-dark,dark-up,fewer-up,dual,56:23.0
6991e46740117ca6ef90cd7c,NULL,0,70,left-1,none,left-dark,dark-up,fewer-up,dual,56:22.6
61084e45d53567348ae45e57,1317,1,27,left-5,right,left-dark,light-up,greater-up,single,56:23.0
66eb1a41306925cf993d6490,1582,1,57,left-1,right,left-dark,light-up,greater-up,single,56:22.6
67a610387d56a92a9e3757a5,862,1,47,right-8,left,right-dark,light-up,greater-up,single,56:22.6
5c309bb410677f0001dda0ed,1205,1,75,right-9,left,right-dark,dark-up,fewer-up,dual,56:22.3
663cceb7909a43d4d01e0c24,344,1,4,right-6,left,right-dark,light-up,greater-up,dual,56:26.7
67164d40becf6c95181afe97,895,1,67,right-1,right,right-dark,light-up,fewer-up,dual,56:25.4
61084e45d53567348ae45e57,1004,1,28,left-8,right,left-dark,light-up,greater-up,single,56:25.3
66eb1a41306925cf993d6490,1208,1,58,right-0,left,right-dark,light-up,greater-up,single,56:24.9
67a610387d56a92a9e3757a5,1283,0,48,left-2,right,left-dark,dark-up,greater-up,single,56:25.5
66d1fdd400acfdbc181f41e0,1424,1,68,right-6,right,right-dark,light-up,fewer-up,dual,56:22.8
5c309bb410677f0001dda0ed,1560,1,76,right-2,left,right-dark,dark-up,fewer-up,dual,56:25.2
6991e46740117ca6ef90cd7c,1440,0,71,right-0,left,right-dark,light-up,fewer-up,dual,56:26.0
663cceb7909a43d4d01e0c24,1111,0,5,right-4,right,right-dark,light-up,greater-up,dual,56:29.0
67164d40becf6c95181afe97,1347,1,68,left-8,right,left-dark,light-up,greater-up,dual,56:28.0
66eb1a41306925cf993d6490,1136,1,59,right-8,left,right-dark,dark-up,fewer-up,single,56:27.4
61084e45d53567348ae45e57,1108,1,29,left-3,left,left-dark,light-up,fewer-up,single,56:28.0
66d1fdd400acfdbc181f41e0,1516,1,69,right-3,left,right-dark,dark-up,fewer-up,dual,56:26.9
5c2d187569ceff00011417de,923,1,20,right-6,right,right-dark,dark-up,greater-up,dual,56:27.3
663cceb7909a43d4d01e0c24,894,1,6,left-4,right,left-dark,light-up,greater-up,dual,56:30.9
67a610387d56a92a9e3757a5,NULL,0,49,left-9,none,left-dark,light-up,greater-up,single,56:28.1
5c309bb410677f0001dda0ed,NULL,0,77,right-3,none,right-dark,light-up,fewer-up,dual,56:27.7
6991e46740117ca6ef90cd7c,NULL,0,72,right-2,none,right-dark,dark-up,greater-up,dual,56:28.7
67164d40becf6c95181afe97,918,1,69,left-8,right,left-dark,dark-up,fewer-up,dual,56:30.1
61084e45d53567348ae45e57,1149,0,30,left-9,left,left-dark,dark-up,fewer-up,single,56:30.4
5c2d187569ceff00011417de,716,1,21,left-1,left,left-dark,dark-up,greater-up,dual,56:29.5
663cceb7909a43d4d01e0c24,1005,1,7,left-9,left,left-dark,light-up,fewer-up,dual,56:33.2
66d1fdd400acfdbc181f41e0,1607,1,70,left-7,right,left-dark,light-up,greater-up,dual,56:29.7
67a610387d56a92a9e3757a5,1040,1,50,left-0,left,left-dark,dark-up,greater-up,single,56:31.0
5c309bb410677f0001dda0ed,853,1,78,right-3,left,right-dark,light-up,greater-up,dual,56:30.5
67164d40becf6c95181afe97,928,1,70,right-5,left,right-dark,light-up,greater-up,dual,56:32.4
5c2d187569ceff00011417de,531,0,22,left-0,left,left-dark,light-up,greater-up,dual,56:31.4
61084e45d53567348ae45e57,976,1,31,right-6,right,right-dark,dark-up,greater-up,single,56:32.5
6991e46740117ca6ef90cd7c,1664,1,73,right-1,right,right-dark,dark-up,greater-up,dual,56:32.2
663cceb7909a43d4d01e0c24,987,1,8,right-2,left,right-dark,dark-up,fewer-up,dual,56:35.5
66d1fdd400acfdbc181f41e0,1401,1,71,left-0,left,left-dark,light-up,fewer-up,dual,56:32.6
5c309bb410677f0001dda0ed,875,1,79,right-5,right,right-dark,light-up,fewer-up,dual,56:32.9
67a610387d56a92a9e3757a5,1484,1,51,right-5,right,right-dark,light-up,fewer-up,single,56:33.5
5c2d187569ceff00011417de,516,0,23,left-3,right,left-dark,light-up,fewer-up,dual,56:33.5
6991e46740117ca6ef90cd7c,NULL,0,74,right-5,none,right-dark,light-up,fewer-up,dual,56:34.5
67164d40becf6c95181afe97,1496,1,71,left-8,left,left-dark,light-up,fewer-up,dual,56:35.4
61084e45d53567348ae45e57,1283,1,32,right-7,left,right-dark,light-up,greater-up,single,56:35.0
663cceb7909a43d4d01e0c24,1200,1,9,left-9,right,left-dark,light-up,greater-up,dual,56:37.8
67a610387d56a92a9e3757a5,NULL,0,52,left-2,none,left-dark,dark-up,fewer-up,single,56:35.8
66d1fdd400acfdbc181f41e0,1627,1,72,right-3,left,right-dark,light-up,greater-up,dual,56:35.6
5c2d187569ceff00011417de,1078,1,24,left-2,left,left-dark,light-up,fewer-up,dual,56:36.1
61084e45d53567348ae45e57,1055,1,33,right-2,right,right-dark,dark-up,greater-up,single,56:37.2
67164d40becf6c95181afe97,914,1,72,right-7,right,right-dark,light-up,fewer-up,dual,56:37.6
663cceb7909a43d4d01e0c24,1169,0,10,right-9,left,right-dark,light-up,fewer-up,dual,56:40.3
6991e46740117ca6ef90cd7c,1381,0,75,left-2,left,left-dark,light-up,greater-up,dual,56:37.6
5c2d187569ceff00011417de,556,0,25,right-4,right,right-dark,dark-up,fewer-up,dual,56:37.9
67164d40becf6c95181afe97,769,1,73,right-8,right,right-dark,light-up,fewer-up,dual,56:39.7
61084e45d53567348ae45e57,960,1,34,right-5,right,right-dark,light-up,fewer-up,single,56:39.5
67a610387d56a92a9e3757a5,1202,1,53,right-0,left,right-dark,light-up,greater-up,single,56:39.1
66d1fdd400acfdbc181f41e0,1565,1,73,left-3,right,left-dark,dark-up,fewer-up,dual,56:38.7
663cceb7909a43d4d01e0c24,917,1,11,left-8,left,left-dark,dark-up,greater-up,dual,56:42.5
5c2d187569ceff00011417de,1003,1,26,right-8,right,right-dark,light-up,fewer-up,dual,56:40.0
6991e46740117ca6ef90cd7c,1636,1,76,left-4,left,left-dark,dark-up,greater-up,dual,56:40.7
66eb1a41306925cf993d6490,1144,1,60,left-3,right,left-dark,light-up,greater-up,single,56:40.6
67164d40becf6c95181afe97,967,0,74,right-1,left,right-dark,dark-up,greater-up,dual,56:41.9
61084e45d53567348ae45e57,1176,1,35,right-3,left,right-dark,light-up,greater-up,single,56:41.9
67a610387d56a92a9e3757a5,1157,1,54,left-5,right,left-dark,light-up,greater-up,single,56:41.6
66d1fdd400acfdbc181f41e0,1150,0,74,right-0,left,right-dark,dark-up,greater-up,dual,56:41.2
663cceb7909a43d4d01e0c24,1209,1,12,right-0,right,right-dark,light-up,fewer-up,dual,56:45.2
5c2d187569ceff00011417de,599,1,27,left-0,left,left-dark,dark-up,greater-up,dual,56:41.9
66eb1a41306925cf993d6490,994,1,61,right-3,left,right-dark,light-up,greater-up,single,56:42.9
6991e46740117ca6ef90cd7c,1478,1,77,left-5,left,left-dark,light-up,fewer-up,dual,56:43.3
67164d40becf6c95181afe97,995,1,75,left-1,left,left-dark,light-up,fewer-up,dual,56:44.3
61084e45d53567348ae45e57,978,1,36,right-0,right,right-dark,light-up,fewer-up,single,56:44.1
67a610387d56a92a9e3757a5,1177,1,55,right-6,left,right-dark,dark-up,fewer-up,single,56:44.1
5c2d187569ceff00011417de,704,0,28,right-5,right,right-dark,light-up,greater-up,dual,56:44.0
663cceb7909a43d4d01e0c24,NULL,0,13,left-7,none,left-dark,light-up,greater-up,dual,56:48.0
66eb1a41306925cf993d6490,856,1,62,right-5,right,right-dark,dark-up,greater-up,single,56:45.2
67164d40becf6c95181afe97,1029,1,76,left-0,right,left-dark,dark-up,fewer-up,dual,56:46.6
6991e46740117ca6ef90cd7c,NULL,0,78,left-3,none,left-dark,light-up,fewer-up,dual,56:46.0
61084e45d53567348ae45e57,1055,1,37,left-7,right,left-dark,light-up,greater-up,single,56:46.5
5c2d187569ceff00011417de,341,1,29,right-7,right,right-dark,light-up,fewer-up,dual,56:45.9
67a610387d56a92a9e3757a5,1380,1,56,left-3,right,left-dark,light-up,greater-up,single,56:46.6
66eb1a41306925cf993d6490,1298,1,63,left-9,right,left-dark,dark-up,fewer-up,single,56:47.6
66d1fdd400acfdbc181f41e0,1553,1,75,right-7,right,right-dark,light-up,fewer-up,dual,56:43.9
663cceb7909a43d4d01e0c24,1098,0,14,right-1,right,right-dark,light-up,greater-up,dual,56:50.8
67164d40becf6c95181afe97,967,1,77,right-4,right,right-dark,dark-up,greater-up,dual,56:48.9
66d1fdd400acfdbc181f41e0,1640,1,76,right-6,left,right-dark,dark-up,fewer-up,dual,56:46.6
67a610387d56a92a9e3757a5,828,1,57,left-9,left,left-dark,dark-up,greater-up,single,56:48.5
5c2d187569ceff00011417de,573,0,30,right-5,right,right-dark,dark-up,fewer-up,dual,56:48.0
61084e45d53567348ae45e57,1202,1,38,left-4,left,left-dark,light-up,fewer-up,single,56:49.1
5f4dc39ffc6fe9aa6901cc6d,1677,0,0,right-3,left,right-dark,light-up,fewer-up,single,55:05.9
6991e46740117ca6ef90cd7c,1509,0,79,left-5,left,left-dark,dark-up,fewer-up,dual,56:49.3
66eb1a41306925cf993d6490,1106,1,64,left-4,left,left-dark,dark-up,greater-up,single,56:49.8
66d1fdd400acfdbc181f41e0,1606,1,77,left-0,right,left-dark,light-up,greater-up,dual,56:49.4
5c2d187569ceff00011417de,407,0,31,left-5,left,left-dark,light-up,greater-up,dual,56:49.7
663cceb7909a43d4d01e0c24,1102,1,15,left-2,right,left-dark,dark-up,fewer-up,dual,56:53.4
67164d40becf6c95181afe97,856,1,78,left-9,left,left-dark,dark-up,greater-up,dual,56:51.3
67a610387d56a92a9e3757a5,760,1,58,left-3,left,left-dark,dark-up,greater-up,single,56:50.6
61084e45d53567348ae45e57,1125,1,39,left-0,right,left-dark,light-up,greater-up,single,56:51.5
5f4dc39ffc6fe9aa6901cc6d,784,1,1,left-9,right,left-dark,dark-up,fewer-up,single,55:08.5
66eb1a41306925cf993d6490,1034,1,65,right-1,left,right-dark,light-up,greater-up,single,56:52.0
5c2d187569ceff00011417de,778,0,32,left-0,left,left-dark,dark-up,fewer-up,dual,56:51.5
67164d40becf6c95181afe97,830,1,79,right-2,right,right-dark,dark-up,greater-up,dual,56:53.3
66d1fdd400acfdbc181f41e0,1274,1,78,left-6,right,left-dark,light-up,greater-up,dual,56:51.9
663cceb7909a43d4d01e0c24,710,0,16,left-1,right,left-dark,dark-up,greater-up,dual,56:55.7
67a610387d56a92a9e3757a5,1154,0,59,right-3,right,right-dark,dark-up,fewer-up,single,56:52.9
5c2d187569ceff00011417de,455,0,33,left-4,left,left-dark,light-up,greater-up,dual,56:53.2
5f4dc39ffc6fe9aa6901cc6d,775,0,2,right-9,right,right-dark,dark-up,fewer-up,single,55:11.0
663cceb7909a43d4d01e0c24,550,1,17,left-7,right,left-dark,dark-up,fewer-up,dual,56:57.5
66eb1a41306925cf993d6490,1170,1,66,left-2,right,left-dark,dark-up,fewer-up,single,56:54.7
66d1fdd400acfdbc181f41e0,1430,1,79,left-3,left,left-dark,dark-up,greater-up,dual,56:54.4
5c2d187569ceff00011417de,456,1,34,right-0,right,right-dark,light-up,fewer-up,dual,56:55.2
663cceb7909a43d4d01e0c24,982,1,18,right-7,left,right-dark,light-up,greater-up,dual,56:59.8
5f4dc39ffc6fe9aa6901cc6d,780,1,3,left-7,left,left-dark,dark-up,greater-up,single,55:13.7
66eb1a41306925cf993d6490,1355,1,67,left-5,left,left-dark,light-up,fewer-up,single,56:57.2
5c2d187569ceff00011417de,519,1,35,left-9,left,left-dark,light-up,fewer-up,dual,56:57.3
663cceb7909a43d4d01e0c24,639,0,19,right-1,left,right-dark,light-up,fewer-up,dual,57:01.9
5f4dc39ffc6fe9aa6901cc6d,992,0,4,left-9,left,left-dark,light-up,greater-up,single,55:16.2
66eb1a41306925cf993d6490,1054,1,68,left-2,left,left-dark,dark-up,greater-up,single,56:59.7
5c2d187569ceff00011417de,672,0,36,left-6,left,left-dark,light-up,greater-up,dual,56:59.4
5f4dc39ffc6fe9aa6901cc6d,627,0,5,right-0,left,right-dark,dark-up,greater-up,single,55:18.5
5c2d187569ceff00011417de,630,1,37,left-6,left,left-dark,dark-up,greater-up,dual,57:01.2
6966aef7933ed17148cf77d0,NULL,0,0,left-7,none,left-dark,dark-up,greater-up,single,57:02.1
66eb1a41306925cf993d6490,1262,1,69,right-1,right,right-dark,dark-up,greater-up,single,57:02.2
67a610387d56a92a9e3757a5,1458,1,60,left-6,right,left-dark,dark-up,fewer-up,single,57:03.1
5c2d187569ceff00011417de,979,1,38,right-7,right,right-dark,dark-up,greater-up,dual,57:03.6
5f4dc39ffc6fe9aa6901cc6d,721,0,6,right-8,right,right-dark,light-up,greater-up,single,55:20.9
66eb1a41306925cf993d6490,1286,1,70,right-7,right,right-dark,dark-up,greater-up,single,57:04.8
6966aef7933ed17148cf77d0,1134,1,1,left-3,left,left-dark,dark-up,greater-up,single,57:05.2
67a610387d56a92a9e3757a5,961,1,61,left-7,left,left-dark,dark-up,greater-up,single,57:05.5
663cceb7909a43d4d01e0c24,953,0,20,left-8,right,left-dark,light-up,fewer-up,dual,57:08.5
5f4dc39ffc6fe9aa6901cc6d,500,1,7,right-1,left,right-dark,light-up,greater-up,single,55:23.1
5c2d187569ceff00011417de,667,1,39,right-6,right,right-dark,light-up,fewer-up,dual,57:05.8
66eb1a41306925cf993d6490,1228,1,71,left-8,right,left-dark,dark-up,fewer-up,single,57:07.4
6966aef7933ed17148cf77d0,991,1,2,right-5,right,right-dark,light-up,fewer-up,single,57:07.5
663cceb7909a43d4d01e0c24,950,0,21,right-1,right,right-dark,dark-up,fewer-up,dual,57:10.7
67a610387d56a92a9e3757a5,1256,1,62,right-2,left,right-dark,dark-up,fewer-up,single,57:08.5
5f4dc39ffc6fe9aa6901cc6d,949,0,8,left-1,left,left-dark,dark-up,fewer-up,single,55:25.6
663cceb7909a43d4d01e0c24,518,0,22,left-2,right,left-dark,light-up,fewer-up,dual,57:12.3
66eb1a41306925cf993d6490,1163,1,72,right-9,left,right-dark,dark-up,fewer-up,single,57:09.9
6966aef7933ed17148cf77d0,911,1,3,right-6,right,right-dark,light-up,fewer-up,single,57:09.9
67a610387d56a92a9e3757a5,1357,1,63,left-0,right,left-dark,light-up,greater-up,single,57:11.2
663cceb7909a43d4d01e0c24,518,0,23,left-7,right,left-dark,light-up,fewer-up,dual,57:14.3
5f4dc39ffc6fe9aa6901cc6d,760,1,9,right-7,left,right-dark,dark-up,fewer-up,single,55:28.3
6966aef7933ed17148cf77d0,887,1,4,right-1,right,right-dark,dark-up,greater-up,single,57:12.0
66eb1a41306925cf993d6490,1058,1,73,left-5,left,left-dark,dark-up,greater-up,single,57:12.1
663cceb7909a43d4d01e0c24,1087,0,24,right-5,right,right-dark,dark-up,fewer-up,dual,57:16.7
5f4dc39ffc6fe9aa6901cc6d,796,1,10,right-3,left,right-dark,dark-up,fewer-up,single,55:30.5
67a610387d56a92a9e3757a5,1517,1,64,left-5,right,left-dark,dark-up,fewer-up,single,57:13.7
66eb1a41306925cf993d6490,1265,1,74,right-8,left,right-dark,light-up,greater-up,single,57:14.4
6966aef7933ed17148cf77d0,1370,1,5,right-4,left,right-dark,light-up,greater-up,single,57:14.8
663cceb7909a43d4d01e0c24,460,1,25,left-8,right,left-dark,light-up,greater-up,dual,57:18.3
67a610387d56a92a9e3757a5,1241,1,65,right-8,right,right-dark,dark-up,greater-up,single,57:16.1
5f4dc39ffc6fe9aa6901cc6d,816,1,11,right-2,left,right-dark,dark-up,fewer-up,single,55:33.2
66eb1a41306925cf993d6490,1493,1,75,left-6,right,left-dark,dark-up,fewer-up,single,57:17.1
663cceb7909a43d4d01e0c24,536,0,26,right-4,left,right-dark,light-up,fewer-up,dual,57:20.1
6966aef7933ed17148cf77d0,1011,1,6,left-9,right,left-dark,dark-up,fewer-up,single,57:17.4
67a7d4e19fee63cbe222ae02,NULL,0,0,left-2,none,left-dark,dark-up,greater-up,single,57:17.8
67a610387d56a92a9e3757a5,900,1,66,left-4,right,left-dark,light-up,greater-up,single,57:18.6
5f4dc39ffc6fe9aa6901cc6d,1320,1,12,right-7,right,right-dark,dark-up,greater-up,single,55:35.7
663cceb7909a43d4d01e0c24,1019,0,27,right-3,left,right-dark,light-up,fewer-up,dual,57:22.4
5c2d187569ceff00011417de,660,1,40,left-4,left,left-dark,light-up,fewer-up,dual,57:18.9
66eb1a41306925cf993d6490,1388,1,76,left-0,right,left-dark,light-up,greater-up,single,57:19.7
6966aef7933ed17148cf77d0,1029,1,7,left-5,right,left-dark,light-up,greater-up,single,57:19.8
67a7d4e19fee63cbe222ae02,329,1,1,left-8,left,left-dark,dark-up,greater-up,single,57:20.1
67a610387d56a92a9e3757a5,1122,1,67,right-1,right,right-dark,dark-up,greater-up,single,57:20.8
663cceb7909a43d4d01e0c24,553,1,28,right-6,right,right-dark,dark-up,greater-up,dual,57:24.1
5f4dc39ffc6fe9aa6901cc6d,796,0,13,left-9,right,left-dark,dark-up,greater-up,single,55:38.0
5c2d187569ceff00011417de,679,0,41,right-2,right,right-dark,dark-up,fewer-up,dual,57:20.9
61084e45d53567348ae45e57,1232,1,40,left-0,left,left-dark,light-up,fewer-up,single,57:21.9
6966aef7933ed17148cf77d0,1006,1,8,right-6,left,right-dark,dark-up,fewer-up,single,57:21.9
67a7d4e19fee63cbe222ae02,871,0,2,right-8,right,right-dark,light-up,greater-up,single,57:22.2
66eb1a41306925cf993d6490,1297,0,77,left-1,left,left-dark,dark-up,fewer-up,single,57:22.6
663cceb7909a43d4d01e0c24,571,0,29,right-7,right,right-dark,dark-up,fewer-up,dual,57:26.0
67a610387d56a92a9e3757a5,1260,1,68,left-9,left,left-dark,light-up,fewer-up,single,57:23.3
5c2d187569ceff00011417de,924,0,42,right-6,right,right-dark,dark-up,fewer-up,dual,57:22.9
5f4dc39ffc6fe9aa6901cc6d,526,1,14,right-4,left,right-dark,dark-up,fewer-up,single,55:40.4
61084e45d53567348ae45e57,868,1,41,right-9,right,right-dark,dark-up,greater-up,single,57:24.2
6966aef7933ed17148cf77d0,990,1,9,left-2,right,left-dark,light-up,greater-up,single,57:24.3
66eb1a41306925cf993d6490,1315,1,78,left-3,left,left-dark,dark-up,greater-up,single,57:25.1
5c2d187569ceff00011417de,467,1,43,right-4,right,right-dark,dark-up,greater-up,dual,57:24.6
67a7d4e19fee63cbe222ae02,1576,0,3,right-7,left,right-dark,light-up,fewer-up,single,57:25.2
67a610387d56a92a9e3757a5,1140,1,69,right-3,right,right-dark,light-up,fewer-up,single,57:25.6
663cceb7909a43d4d01e0c24,1379,0,30,right-6,right,right-dark,dark-up,fewer-up,dual,57:28.6
61084e45d53567348ae45e57,945,1,42,right-9,left,right-dark,dark-up,fewer-up,single,57:26.4
5f4dc39ffc6fe9aa6901cc6d,690,1,15,left-2,right,left-dark,light-up,greater-up,single,55:42.7
6966aef7933ed17148cf77d0,1464,1,10,left-3,left,left-dark,light-up,fewer-up,single,57:27.0
5c2d187569ceff00011417de,750,0,44,left-7,left,left-dark,dark-up,fewer-up,dual,57:26.8
67a7d4e19fee63cbe222ae02,NULL,0,4,left-6,none,left-dark,light-up,greater-up,single,57:27.6
66eb1a41306925cf993d6490,1343,0,79,left-0,right,left-dark,light-up,fewer-up,single,57:27.9
5f4dc39ffc6fe9aa6901cc6d,727,0,16,right-7,left,right-dark,light-up,fewer-up,single,55:44.7
67a610387d56a92a9e3757a5,1215,1,70,left-3,left,left-dark,light-up,fewer-up,single,57:28.0
61084e45d53567348ae45e57,1086,1,43,left-1,left,left-dark,light-up,fewer-up,single,57:28.6
663cceb7909a43d4d01e0c24,NULL,0,31,left-0,none,left-dark,dark-up,fewer-up,dual,57:31.2
5c2d187569ceff00011417de,560,0,45,right-8,right,right-dark,light-up,greater-up,dual,57:28.8
6966aef7933ed17148cf77d0,996,1,11,right-1,left,right-dark,light-up,greater-up,single,57:29.5
67a7d4e19fee63cbe222ae02,933,1,5,right-5,left,right-dark,light-up,greater-up,single,57:30.2
61084e45d53567348ae45e57,936,1,44,right-1,right,right-dark,dark-up,greater-up,single,57:30.9
